Slice,Count,Total Area,Average Size,%Area,Mean,,Coupon
FK2021CL_(251)-Profundidad de enfoque extendida-08-Exportar imagen-11_m12_DAPI.tif,1826,1.11,6.08E-04,6.934,255,,46
FK2021CL_(251)-Profundidad de enfoque extendida-08-Exportar imagen-11_m13_DAPI.tif,2076,1.786,8.60E-04,11.155,255,,46
FK2021CL_(251)-Profundidad de enfoque extendida-08-Exportar imagen-11_m14_DAPI.tif,1664,0.806,4.84E-04,5.033,255,,46
FK2021CL_(251)-Profundidad de enfoque extendida-08-Exportar imagen-11_m15_DAPI.tif,1798,0.829,4.61E-04,5.179,255,,46
FK2021CL_(251)-Profundidad de enfoque extendida-08-Exportar imagen-11_m16_DAPI.tif,1988,1.232,6.20E-04,7.699,255,,46
FK2021CL_(252)-Profundidad de enfoque extendida-03-Exportar imagen-05_m01_DAPI.tif,2533,1.508,5.95E-04,9.42,255,,46
FK2021CL_(252)-Profundidad de enfoque extendida-03-Exportar imagen-05_m02_DAPI.tif,2342,1.801,7.69E-04,11.25,255,,46
FK2021CL_(252)-Profundidad de enfoque extendida-03-Exportar imagen-05_m03_DAPI.tif,2472,1.783,7.21E-04,11.14,255,,46
FK2021CL_(252)-Profundidad de enfoque extendida-03-Exportar imagen-05_m04_DAPI.tif,2404,1.997,8.31E-04,12.472,255,,46
FK2021CL_(252)-Profundidad de enfoque extendida-03-Exportar imagen-05_m05_DAPI.tif,2090,1.102,5.27E-04,6.884,255,,46
FK2021CL_(252)-Profundidad de enfoque extendida-03-Exportar imagen-05_m06_DAPI.tif,1913,0.695,3.63E-04,4.342,255,,46
FK2021CL_(252)-Profundidad de enfoque extendida-03-Exportar imagen-05_m07_DAPI.tif,1695,0.528,3.11E-04,3.295,255,,46
FK2021CL_(252)-Profundidad de enfoque extendida-03-Exportar imagen-05_m08_DAPI.tif,1980,0.76,3.84E-04,4.746,255,,46
FK2021CL_(252)-Profundidad de enfoque extendida-03-Exportar imagen-05_m09_DAPI.tif,1902,0.592,3.11E-04,3.695,255,,46
FK2021CL_(252)-Profundidad de enfoque extendida-03-Exportar imagen-05_m10_DAPI.tif,1461,0.439,3.01E-04,2.745,255,,46
FK2021CL_(252)-Profundidad de enfoque extendida-03-Exportar imagen-05_m11_DAPI.tif,1703,0.598,3.51E-04,3.735,255,,46
FK2021CL_(252)-Profundidad de enfoque extendida-03-Exportar imagen-05_m12_DAPI.tif,1941,1.028,5.30E-04,6.42,255,,46
FK2021CL_(252)-Profundidad de enfoque extendida-03-Exportar imagen-05_m13_DAPI.tif,1836,0.992,5.41E-04,6.199,255,,46
FK2021CL_(252)-Profundidad de enfoque extendida-03-Exportar imagen-05_m14_DAPI.tif,1577,0.631,4.00E-04,3.941,255,,46
FK2021CL_(252)-Profundidad de enfoque extendida-03-Exportar imagen-05_m15_DAPI.tif,1726,0.749,4.34E-04,4.68,255,,46
FK2021CL_(252)-Profundidad de enfoque extendida-03-Exportar imagen-05_m16_DAPI.tif,1735,0.863,4.98E-04,5.394,255,,46
FK2021CL_(253)-Profundidad de enfoque extendida-04-Exportar imagen-04_m01_DAPI.tif,2686,2.53,9.42E-04,15.802,255,,46
FK2021CL_(253)-Profundidad de enfoque extendida-04-Exportar imagen-04_m02_DAPI.tif,1920,1.151,5.99E-04,7.188,255,,46
FK2021CL_(253)-Profundidad de enfoque extendida-04-Exportar imagen-04_m03_DAPI.tif,2165,1.505,6.95E-04,9.401,255,,46
FK2021CL_(253)-Profundidad de enfoque extendida-04-Exportar imagen-04_m04_DAPI.tif,2385,1.945,8.15E-04,12.148,255,,46
FK2021CL_(253)-Profundidad de enfoque extendida-04-Exportar imagen-04_m05_DAPI.tif,2129,1.414,6.64E-04,8.833,255,,46
FK2021CL_(253)-Profundidad de enfoque extendida-04-Exportar imagen-04_m06_DAPI.tif,1727,0.812,4.70E-04,5.07,255,,46
FK2021CL_(253)-Profundidad de enfoque extendida-04-Exportar imagen-04_m07_DAPI.tif,1674,0.886,5.29E-04,5.535,255,,46
FK2021CL_(253)-Profundidad de enfoque extendida-04-Exportar imagen-04_m08_DAPI.tif,1928,1.222,6.34E-04,7.635,255,,46
FK2021CL_(253)-Profundidad de enfoque extendida-04-Exportar imagen-04_m09_DAPI.tif,2244,1.257,5.60E-04,7.852,255,,46
FK2021CL_(253)-Profundidad de enfoque extendida-04-Exportar imagen-04_m10_DAPI.tif,1874,1.025,5.47E-04,6.404,255,,46
FK2021CL_(253)-Profundidad de enfoque extendida-04-Exportar imagen-04_m11_DAPI.tif,2108,1.345,6.38E-04,8.404,255,,46
FK2021CL_(253)-Profundidad de enfoque extendida-04-Exportar imagen-04_m12_DAPI.tif,2109,1.596,7.57E-04,9.971,255,,46
FK2021CL_(253)-Profundidad de enfoque extendida-04-Exportar imagen-04_m13_DAPI.tif,1982,1.412,7.12E-04,8.821,255,,46
FK2021CL_(253)-Profundidad de enfoque extendida-04-Exportar imagen-04_m14_DAPI.tif,1721,1.079,6.27E-04,6.74,255,,46
FK2021CL_(253)-Profundidad de enfoque extendida-04-Exportar imagen-04_m15_DAPI.tif,1763,0.973,5.52E-04,6.077,255,,46
FK2021CL_(253)-Profundidad de enfoque extendida-04-Exportar imagen-04_m16_DAPI.tif,1843,0.944,5.12E-04,5.894,255,,46
FK2021CL_(253)-Profundidad de enfoque extendida-09-Exportar imagen-10_m01_DAPI.tif,3069,9.291,0.003,58.04,255,,46
FK2021CL_(253)-Profundidad de enfoque extendida-09-Exportar imagen-10_m02_DAPI.tif,3897,6.594,0.002,41.189,255,,46
FK2021CL_(253)-Profundidad de enfoque extendida-09-Exportar imagen-10_m03_DAPI.tif,3632,7.718,0.002,48.213,255,,46
FK2021CL_(253)-Profundidad de enfoque extendida-09-Exportar imagen-10_m04_DAPI.tif,3550,8.205,0.002,51.254,255,,46
FK2021CL_(253)-Profundidad de enfoque extendida-09-Exportar imagen-10_m05_DAPI.tif,3371,6.512,0.002,40.681,255,,46
FK2021CL_(253)-Profundidad de enfoque extendida-09-Exportar imagen-10_m06_DAPI.tif,2637,2.758,0.001,17.229,255,,46
FK2021CL_(253)-Profundidad de enfoque extendida-09-Exportar imagen-10_m07_DAPI.tif,2739,3.385,0.001,21.145,255,,46
FK2021CL_(253)-Profundidad de enfoque extendida-09-Exportar imagen-10_m08_DAPI.tif,3171,4.919,0.002,30.727,255,,46
FK2021CL_(253)-Profundidad de enfoque extendida-09-Exportar imagen-10_m09_DAPI.tif,3259,5.353,0.002,33.438,255,,46
FK2021CL_(253)-Profundidad de enfoque extendida-09-Exportar imagen-10_m10_DAPI.tif,2860,3.635,0.001,22.709,255,,46
FK2021CL_(253)-Profundidad de enfoque extendida-09-Exportar imagen-10_m11_DAPI.tif,3198,5.122,0.002,31.993,255,,46
FK2021CL_(253)-Profundidad de enfoque extendida-09-Exportar imagen-10_m12_DAPI.tif,3675,6.466,0.002,40.392,255,,46
FK2021CL_(253)-Profundidad de enfoque extendida-09-Exportar imagen-10_m13_DAPI.tif,3557,5.523,0.002,34.502,255,,46
FK2021CL_(253)-Profundidad de enfoque extendida-09-Exportar imagen-10_m14_DAPI.tif,2781,3.557,0.001,22.22,255,,46
FK2021CL_(253)-Profundidad de enfoque extendida-09-Exportar imagen-10_m15_DAPI.tif,3124,3.575,0.001,22.329,255,,46
FK2021CL_(253)-Profundidad de enfoque extendida-09-Exportar imagen-10_m16_DAPI.tif,3076,3.798,0.001,23.727,255,,46
FK2021CL_(253)-Profundidad de enfoque extendida-09-Exportar imagen-11_m01_DAPI.tif,3069,9.291,0.003,58.04,255,,46
FK2021CL_(253)-Profundidad de enfoque extendida-09-Exportar imagen-11_m02_DAPI.tif,3897,6.594,0.002,41.189,255,,46
FK2021CL_(253)-Profundidad de enfoque extendida-09-Exportar imagen-11_m03_DAPI.tif,3632,7.718,0.002,48.213,255,,46
FK2021CL_(253)-Profundidad de enfoque extendida-09-Exportar imagen-11_m04_DAPI.tif,3550,8.205,0.002,51.254,255,,46
FK2021CL_(253)-Profundidad de enfoque extendida-09-Exportar imagen-11_m05_DAPI.tif,3371,6.512,0.002,40.681,255,,46
FK2021CL_(253)-Profundidad de enfoque extendida-09-Exportar imagen-11_m06_DAPI.tif,2637,2.758,0.001,17.229,255,,46
FK2021CL_(253)-Profundidad de enfoque extendida-09-Exportar imagen-11_m07_DAPI.tif,2739,3.385,0.001,21.145,255,,46
FK2021CL_(253)-Profundidad de enfoque extendida-09-Exportar imagen-11_m08_DAPI.tif,3171,4.919,0.002,30.727,255,,46
FK2021CL_(253)-Profundidad de enfoque extendida-09-Exportar imagen-11_m09_DAPI.tif,3259,5.353,0.002,33.438,255,,46
FK2021CL_(253)-Profundidad de enfoque extendida-09-Exportar imagen-11_m10_DAPI.tif,2860,3.635,0.001,22.709,255,,46
FK2021CL_(253)-Profundidad de enfoque extendida-09-Exportar imagen-11_m11_DAPI.tif,3198,5.122,0.002,31.993,255,,46
FK2021CL_(253)-Profundidad de enfoque extendida-09-Exportar imagen-11_m12_DAPI.tif,3675,6.466,0.002,40.392,255,,46
FK2021CL_(253)-Profundidad de enfoque extendida-09-Exportar imagen-11_m13_DAPI.tif,3557,5.523,0.002,34.502,255,,46
FK2021CL_(253)-Profundidad de enfoque extendida-09-Exportar imagen-11_m14_DAPI.tif,2781,3.557,0.001,22.22,255,,46
FK2021CL_(253)-Profundidad de enfoque extendida-09-Exportar imagen-11_m15_DAPI.tif,3124,3.575,0.001,22.329,255,,46
FK2021CL_(253)-Profundidad de enfoque extendida-09-Exportar imagen-11_m16_DAPI.tif,3076,3.798,0.001,23.727,255,,46
FK2021CL_(253)-Profundidad de enfoque extendida-09-Exportar imagen-12_m01_DAPI.tif,3069,9.291,0.003,58.04,255,,46
FK2021CL_(253)-Profundidad de enfoque extendida-09-Exportar imagen-12_m02_DAPI.tif,3897,6.594,0.002,41.189,255,,46
FK2021CL_(253)-Profundidad de enfoque extendida-09-Exportar imagen-12_m03_DAPI.tif,3632,7.718,0.002,48.213,255,,46
FK2021CL_(253)-Profundidad de enfoque extendida-09-Exportar imagen-12_m04_DAPI.tif,3550,8.205,0.002,51.254,255,,46
FK2021CL_(253)-Profundidad de enfoque extendida-09-Exportar imagen-12_m05_DAPI.tif,3371,6.512,0.002,40.681,255,,46
FK2021CL_(253)-Profundidad de enfoque extendida-09-Exportar imagen-12_m06_DAPI.tif,2637,2.758,0.001,17.229,255,,46
FK2021CL_(253)-Profundidad de enfoque extendida-09-Exportar imagen-12_m07_DAPI.tif,2739,3.385,0.001,21.145,255,,46
FK2021CL_(253)-Profundidad de enfoque extendida-09-Exportar imagen-12_m08_DAPI.tif,3171,4.919,0.002,30.727,255,,46
FK2021CL_(253)-Profundidad de enfoque extendida-09-Exportar imagen-12_m09_DAPI.tif,3259,5.353,0.002,33.438,255,,46
FK2021CL_(253)-Profundidad de enfoque extendida-09-Exportar imagen-12_m10_DAPI.tif,2860,3.635,0.001,22.709,255,,46
FK2021CL_(253)-Profundidad de enfoque extendida-09-Exportar imagen-12_m11_DAPI.tif,3198,5.122,0.002,31.993,255,,46
FK2021CL_(253)-Profundidad de enfoque extendida-09-Exportar imagen-12_m12_DAPI.tif,3675,6.466,0.002,40.392,255,,46
FK2021CL_(253)-Profundidad de enfoque extendida-09-Exportar imagen-12_m13_DAPI.tif,3557,5.523,0.002,34.502,255,,46
FK2021CL_(253)-Profundidad de enfoque extendida-09-Exportar imagen-12_m14_DAPI.tif,2781,3.557,0.001,22.22,255,,46
FK2021CL_(253)-Profundidad de enfoque extendida-09-Exportar imagen-12_m15_DAPI.tif,3124,3.575,0.001,22.329,255,,46
FK2021CL_(253)-Profundidad de enfoque extendida-09-Exportar imagen-12_m16_DAPI.tif,3076,3.798,0.001,23.727,255,,46
FK2021CL_(254)-Profundidad de enfoque extendida-10-Exportar imagen-11_m01_DAPI.tif,6021,4.114,6.83E-04,25.698,255,,46
FK2021CL_(254)-Profundidad de enfoque extendida-10-Exportar imagen-11_m02_DAPI.tif,5967,4.188,7.02E-04,26.16,255,,46
FK2021CL_(254)-Profundidad de enfoque extendida-10-Exportar imagen-11_m03_DAPI.tif,5268,3.752,7.12E-04,23.436,255,,46
FK2021CL_(254)-Profundidad de enfoque extendida-10-Exportar imagen-11_m04_DAPI.tif,6747,4.766,7.06E-04,29.773,255,,46
FK2021CL_(254)-Profundidad de enfoque extendida-10-Exportar imagen-11_m05_DAPI.tif,5610,4.125,7.35E-04,25.768,255,,46
FK2021CL_(254)-Profundidad de enfoque extendida-10-Exportar imagen-11_m06_DAPI.tif,3209,2.402,7.49E-04,15.003,255,,46
FK2021CL_(254)-Profundidad de enfoque extendida-10-Exportar imagen-11_m07_DAPI.tif,3007,2.321,7.72E-04,14.497,255,,46
FK2021CL_(254)-Profundidad de enfoque extendida-10-Exportar imagen-11_m08_DAPI.tif,3438,2.535,7.37E-04,15.834,255,,46
FK2021CL_(254)-Profundidad de enfoque extendida-10-Exportar imagen-11_m09_DAPI.tif,2669,2.18,8.17E-04,13.621,255,,46
FK2021CL_(254)-Profundidad de enfoque extendida-10-Exportar imagen-11_m10_DAPI.tif,2263,1.66,7.33E-04,10.367,255,,46
FK2021CL_(254)-Profundidad de enfoque extendida-10-Exportar imagen-11_m11_DAPI.tif,3352,2.537,7.57E-04,15.846,255,,46
FK2021CL_(254)-Profundidad de enfoque extendida-10-Exportar imagen-11_m12_DAPI.tif,6171,4.229,6.85E-04,26.417,255,,46
FK2021CL_(254)-Profundidad de enfoque extendida-10-Exportar imagen-11_m13_DAPI.tif,6830,5.899,8.64E-04,36.848,255,,46
FK2021CL_(254)-Profundidad de enfoque extendida-10-Exportar imagen-11_m14_DAPI.tif,5393,3.625,6.72E-04,22.643,255,,46
FK2021CL_(254)-Profundidad de enfoque extendida-10-Exportar imagen-11_m15_DAPI.tif,3158,2.234,7.07E-04,13.955,255,,46
FK2021CL_(254)-Profundidad de enfoque extendida-10-Exportar imagen-11_m16_DAPI.tif,3546,2.359,6.65E-04,14.733,255,,46
FK2021CL_(254)-Profundidad de enfoque extendida-10-Exportar imagen-12_m01_DAPI.tif,6021,4.114,6.83E-04,25.698,255,,46
FK2021CL_(254)-Profundidad de enfoque extendida-10-Exportar imagen-12_m02_DAPI.tif,5967,4.188,7.02E-04,26.16,255,,46
FK2021CL_(254)-Profundidad de enfoque extendida-10-Exportar imagen-12_m03_DAPI.tif,5268,3.752,7.12E-04,23.436,255,,46
FK2021CL_(254)-Profundidad de enfoque extendida-10-Exportar imagen-12_m04_DAPI.tif,6747,4.766,7.06E-04,29.773,255,,46
FK2021CL_(254)-Profundidad de enfoque extendida-10-Exportar imagen-12_m05_DAPI.tif,5610,4.125,7.35E-04,25.768,255,,46
FK2021CL_(254)-Profundidad de enfoque extendida-10-Exportar imagen-12_m06_DAPI.tif,3209,2.402,7.49E-04,15.003,255,,46
FK2021CL_(254)-Profundidad de enfoque extendida-10-Exportar imagen-12_m07_DAPI.tif,3007,2.321,7.72E-04,14.497,255,,46
FK2021CL_(254)-Profundidad de enfoque extendida-10-Exportar imagen-12_m08_DAPI.tif,3438,2.535,7.37E-04,15.834,255,,46
FK2021CL_(254)-Profundidad de enfoque extendida-10-Exportar imagen-12_m09_DAPI.tif,2669,2.18,8.17E-04,13.621,255,,46
FK2021CL_(254)-Profundidad de enfoque extendida-10-Exportar imagen-12_m10_DAPI.tif,2263,1.66,7.33E-04,10.367,255,,46
FK2021CL_(254)-Profundidad de enfoque extendida-10-Exportar imagen-12_m11_DAPI.tif,3352,2.537,7.57E-04,15.846,255,,46
FK2021CL_(254)-Profundidad de enfoque extendida-10-Exportar imagen-12_m12_DAPI.tif,6171,4.229,6.85E-04,26.417,255,,46
FK2021CL_(254)-Profundidad de enfoque extendida-10-Exportar imagen-12_m13_DAPI.tif,6830,5.899,8.64E-04,36.848,255,,46
FK2021CL_(254)-Profundidad de enfoque extendida-10-Exportar imagen-12_m14_DAPI.tif,5393,3.625,6.72E-04,22.643,255,,46
FK2021CL_(254)-Profundidad de enfoque extendida-10-Exportar imagen-12_m15_DAPI.tif,3158,2.234,7.07E-04,13.955,255,,46
FK2021CL_(254)-Profundidad de enfoque extendida-10-Exportar imagen-12_m16_DAPI.tif,3546,2.359,6.65E-04,14.733,255,,46
FK2021CL_(254)-Profundidad de enfoque extendida-10-Exportar imagen-13_m01_DAPI.tif,6021,4.114,6.83E-04,25.698,255,,46
FK2021CL_(254)-Profundidad de enfoque extendida-10-Exportar imagen-13_m02_DAPI.tif,5967,4.188,7.02E-04,26.16,255,,46
FK2021CL_(254)-Profundidad de enfoque extendida-10-Exportar imagen-13_m03_DAPI.tif,5268,3.752,7.12E-04,23.436,255,,46
FK2021CL_(254)-Profundidad de enfoque extendida-10-Exportar imagen-13_m04_DAPI.tif,6747,4.766,7.06E-04,29.773,255,,46
FK2021CL_(254)-Profundidad de enfoque extendida-10-Exportar imagen-13_m05_DAPI.tif,5610,4.125,7.35E-04,25.768,255,,46
FK2021CL_(254)-Profundidad de enfoque extendida-10-Exportar imagen-13_m06_DAPI.tif,3209,2.402,7.49E-04,15.003,255,,46
FK2021CL_(254)-Profundidad de enfoque extendida-10-Exportar imagen-13_m07_DAPI.tif,3007,2.321,7.72E-04,14.497,255,,46
FK2021CL_(254)-Profundidad de enfoque extendida-10-Exportar imagen-13_m08_DAPI.tif,3438,2.535,7.37E-04,15.834,255,,46
FK2021CL_(254)-Profundidad de enfoque extendida-10-Exportar imagen-13_m09_DAPI.tif,2669,2.18,8.17E-04,13.621,255,,46
FK2021CL_(254)-Profundidad de enfoque extendida-10-Exportar imagen-13_m10_DAPI.tif,2263,1.66,7.33E-04,10.367,255,,46
FK2021CL_(254)-Profundidad de enfoque extendida-10-Exportar imagen-13_m11_DAPI.tif,3352,2.537,7.57E-04,15.846,255,,46
FK2021CL_(254)-Profundidad de enfoque extendida-10-Exportar imagen-13_m12_DAPI.tif,6171,4.229,6.85E-04,26.417,255,,46
FK2021CL_(254)-Profundidad de enfoque extendida-10-Exportar imagen-13_m13_DAPI.tif,6830,5.899,8.64E-04,36.848,255,,46
FK2021CL_(254)-Profundidad de enfoque extendida-10-Exportar imagen-13_m14_DAPI.tif,5393,3.625,6.72E-04,22.643,255,,46
FK2021CL_(254)-Profundidad de enfoque extendida-10-Exportar imagen-13_m15_DAPI.tif,3158,2.234,7.07E-04,13.955,255,,46
FK2021CL_(254)-Profundidad de enfoque extendida-10-Exportar imagen-13_m16_DAPI.tif,3546,2.359,6.65E-04,14.733,255,,46
FK2021CL_(260)-Profundidad de enfoque extendida-01-Exportar imagen-10_m01_DAPI.tif,2656,8.162,0.003,50.984,255,,3
FK2021CL_(260)-Profundidad de enfoque extendida-01-Exportar imagen-10_m02_DAPI.tif,2374,7.356,0.003,45.953,255,,3
FK2021CL_(260)-Profundidad de enfoque extendida-01-Exportar imagen-10_m03_DAPI.tif,2754,6.329,0.002,39.533,255,,3
FK2021CL_(260)-Profundidad de enfoque extendida-01-Exportar imagen-10_m04_DAPI.tif,2807,6.213,0.002,38.814,255,,3
FK2021CL_(260)-Profundidad de enfoque extendida-01-Exportar imagen-10_m05_DAPI.tif,1827,7.783,0.004,48.617,255,,3
FK2021CL_(260)-Profundidad de enfoque extendida-01-Exportar imagen-10_m06_DAPI.tif,2332,5.91,0.003,36.918,255,,3
FK2021CL_(260)-Profundidad de enfoque extendida-01-Exportar imagen-10_m07_DAPI.tif,1316,8.018,0.006,50.086,255,,3
FK2021CL_(260)-Profundidad de enfoque extendida-01-Exportar imagen-10_m08_DAPI.tif,1183,9.159,0.008,57.215,255,,3
FK2021CL_(260)-Profundidad de enfoque extendida-01-Exportar imagen-10_m09_DAPI.tif,835,9.009,0.011,56.276,255,,3
FK2021CL_(260)-Profundidad de enfoque extendida-01-Exportar imagen-10_m10_DAPI.tif,1568,7.14,0.005,44.601,255,,3
FK2021CL_(260)-Profundidad de enfoque extendida-01-Exportar imagen-10_m11_DAPI.tif,1695,6.485,0.004,40.512,255,,3
FK2021CL_(260)-Profundidad de enfoque extendida-01-Exportar imagen-10_m12_DAPI.tif,1293,7.658,0.006,47.839,255,,3
FK2021CL_(260)-Profundidad de enfoque extendida-01-Exportar imagen-10_m13_DAPI.tif,2676,6.066,0.002,37.894,255,,3
FK2021CL_(260)-Profundidad de enfoque extendida-01-Exportar imagen-10_m14_DAPI.tif,2401,6.052,0.003,37.807,255,,3
FK2021CL_(260)-Profundidad de enfoque extendida-01-Exportar imagen-10_m15_DAPI.tif,1329,9.932,0.007,62.041,255,,3
FK2021CL_(260)-Profundidad de enfoque extendida-01-Exportar imagen-10_m16_DAPI.tif,306,13.576,0.044,84.807,255,,3
FK2021CL_(260)-Profundidad de enfoque extendida-12-Exportar imagen-12_m01_DAPI.tif,4973,6.219,0.001,38.846,255,,3
FK2021CL_(260)-Profundidad de enfoque extendida-12-Exportar imagen-12_m02_DAPI.tif,4672,5.624,0.001,35.13,255,,3
FK2021CL_(260)-Profundidad de enfoque extendida-12-Exportar imagen-12_m03_DAPI.tif,4955,4.817,9.72E-04,30.093,255,,3
FK2021CL_(260)-Profundidad de enfoque extendida-12-Exportar imagen-12_m04_DAPI.tif,4522,4.857,0.001,30.343,255,,3
FK2021CL_(260)-Profundidad de enfoque extendida-12-Exportar imagen-12_m05_DAPI.tif,3047,6.397,0.002,39.964,255,,3
FK2021CL_(260)-Profundidad de enfoque extendida-12-Exportar imagen-12_m06_DAPI.tif,3892,4.604,0.001,28.759,255,,3
FK2021CL_(260)-Profundidad de enfoque extendida-12-Exportar imagen-12_m07_DAPI.tif,3140,6.282,0.002,39.241,255,,3
FK2021CL_(260)-Profundidad de enfoque extendida-12-Exportar imagen-12_m08_DAPI.tif,2842,7.331,0.003,45.796,255,,3
FK2021CL_(260)-Profundidad de enfoque extendida-12-Exportar imagen-12_m09_DAPI.tif,1539,7.503,0.005,46.868,255,,3
FK2021CL_(260)-Profundidad de enfoque extendida-12-Exportar imagen-12_m10_DAPI.tif,3469,5.549,0.002,34.663,255,,3
FK2021CL_(260)-Profundidad de enfoque extendida-12-Exportar imagen-12_m11_DAPI.tif,3040,5.155,0.002,32.2,255,,3
FK2021CL_(260)-Profundidad de enfoque extendida-12-Exportar imagen-12_m12_DAPI.tif,2346,6.217,0.003,38.833,255,,3
FK2021CL_(260)-Profundidad de enfoque extendida-12-Exportar imagen-12_m13_DAPI.tif,4545,4.626,0.001,28.897,255,,3
FK2021CL_(260)-Profundidad de enfoque extendida-12-Exportar imagen-12_m14_DAPI.tif,4417,4.59,0.001,28.671,255,,3
FK2021CL_(260)-Profundidad de enfoque extendida-12-Exportar imagen-12_m15_DAPI.tif,2580,8.396,0.003,52.448,255,,3
FK2021CL_(260)-Profundidad de enfoque extendida-12-Exportar imagen-12_m16_DAPI.tif,590,12.902,0.022,80.598,255,,3
FK2021CL_(260)-Profundidad de enfoque extendida-12-Exportar imagen-13_m01_DAPI.tif,4973,6.219,0.001,38.846,255,,3
FK2021CL_(260)-Profundidad de enfoque extendida-12-Exportar imagen-13_m02_DAPI.tif,4672,5.624,0.001,35.13,255,,3
FK2021CL_(260)-Profundidad de enfoque extendida-12-Exportar imagen-13_m03_DAPI.tif,4955,4.817,9.72E-04,30.093,255,,3
FK2021CL_(260)-Profundidad de enfoque extendida-12-Exportar imagen-13_m04_DAPI.tif,4522,4.857,0.001,30.343,255,,3
FK2021CL_(260)-Profundidad de enfoque extendida-12-Exportar imagen-13_m05_DAPI.tif,3047,6.397,0.002,39.964,255,,3
FK2021CL_(260)-Profundidad de enfoque extendida-12-Exportar imagen-13_m06_DAPI.tif,3892,4.604,0.001,28.759,255,,3
FK2021CL_(260)-Profundidad de enfoque extendida-12-Exportar imagen-13_m07_DAPI.tif,3140,6.282,0.002,39.241,255,,3
FK2021CL_(260)-Profundidad de enfoque extendida-12-Exportar imagen-13_m08_DAPI.tif,2842,7.331,0.003,45.796,255,,3
FK2021CL_(260)-Profundidad de enfoque extendida-12-Exportar imagen-13_m09_DAPI.tif,1539,7.503,0.005,46.868,255,,3
FK2021CL_(260)-Profundidad de enfoque extendida-12-Exportar imagen-13_m10_DAPI.tif,3469,5.549,0.002,34.663,255,,3
FK2021CL_(260)-Profundidad de enfoque extendida-12-Exportar imagen-13_m11_DAPI.tif,3040,5.155,0.002,32.2,255,,3
FK2021CL_(260)-Profundidad de enfoque extendida-12-Exportar imagen-13_m12_DAPI.tif,2346,6.217,0.003,38.833,255,,3
FK2021CL_(260)-Profundidad de enfoque extendida-12-Exportar imagen-13_m13_DAPI.tif,4545,4.626,0.001,28.897,255,,3
FK2021CL_(260)-Profundidad de enfoque extendida-12-Exportar imagen-13_m14_DAPI.tif,4417,4.59,0.001,28.671,255,,3
FK2021CL_(260)-Profundidad de enfoque extendida-12-Exportar imagen-13_m15_DAPI.tif,2580,8.396,0.003,52.448,255,,3
FK2021CL_(260)-Profundidad de enfoque extendida-12-Exportar imagen-13_m16_DAPI.tif,590,12.902,0.022,80.598,255,,3
FK2021CL_(260)-Profundidad de enfoque extendida-12-Exportar imagen-14_m01_DAPI.tif,4973,6.219,0.001,38.846,255,,3
FK2021CL_(260)-Profundidad de enfoque extendida-12-Exportar imagen-14_m02_DAPI.tif,4672,5.624,0.001,35.13,255,,3
FK2021CL_(260)-Profundidad de enfoque extendida-12-Exportar imagen-14_m03_DAPI.tif,4955,4.817,9.72E-04,30.093,255,,3
FK2021CL_(260)-Profundidad de enfoque extendida-12-Exportar imagen-14_m04_DAPI.tif,4522,4.857,0.001,30.343,255,,3
FK2021CL_(260)-Profundidad de enfoque extendida-12-Exportar imagen-14_m05_DAPI.tif,3047,6.397,0.002,39.964,255,,3
FK2021CL_(260)-Profundidad de enfoque extendida-12-Exportar imagen-14_m06_DAPI.tif,3892,4.604,0.001,28.759,255,,3
